0,5,count
1106,Grass,19
1106,Hunter,8
1106,Prey,21
1107,Grass,19
1107,Hunter,8
1107,Prey,21
1108,Grass,19
1108,Hunter,8
1108,Prey,21
1109,Grass,19
1109,Hunter,8
1109,Prey,21
1110,Grass,19
1110,Hunter,8
1110,Prey,21
1111,Grass,19
1111,Hunter,8
1111,Prey,21
1112,Grass,19
1112,Hunter,8
1112,Prey,21
1113,Grass,19
1113,Hunter,8
1113,Prey,21
1114,Grass,19
1114,Hunter,8
1114,Prey,21
1115,Grass,19
1115,Hunter,8
1115,Prey,21
1116,Grass,19
1116,Hunter,8
1116,Prey,21
1117,Grass,19
1117,Hunter,8
1117,Prey,21
1118,Grass,19
1118,Hunter,8
1118,Prey,21
1119,Grass,19
1119,Hunter,8
1119,Prey,21
1120,Grass,19
1120,Hunter,8
1120,Prey,21
1121,Grass,19
1121,Hunter,8
1121,Prey,21
1122,Grass,19
1122,Hunter,8
1122,Prey,21
1123,Grass,19
1123,Hunter,8
1123,Prey,21
1124,Grass,19
1124,Hunter,8
1124,Prey,21
1125,Grass,19
1125,Hunter,8
1125,Prey,21
1126,Grass,19
1126,Hunter,8
1126,Prey,21
1127,Grass,19
1127,Hunter,8
1127,Prey,21
1128,Grass,19
1128,Hunter,8
1128,Prey,21
1129,Grass,19
1129,Hunter,8
1129,Prey,21
1130,Grass,19
1130,Hunter,8
1130,Prey,21
1131,Grass,19
1131,Hunter,8
1131,Prey,21
1132,Grass,19
1132,Hunter,8
1132,Prey,21
1133,Grass,19
1133,Hunter,8
1133,Prey,21
1134,Grass,19
1134,Hunter,8
1134,Prey,21
1135,Grass,19
1135,Hunter,8
1135,Prey,21
1136,Grass,19
1136,Hunter,8
1136,Prey,21
1137,Grass,19
1137,Hunter,8
1137,Prey,21
1138,Grass,19
1138,Hunter,8
1138,Prey,21
1139,Grass,19
1139,Hunter,8
1139,Prey,21
1140,Grass,19
1140,Hunter,8
1140,Prey,21
1141,Grass,19
1141,Hunter,8
1141,Prey,21
1142,Grass,19
1142,Hunter,8
1142,Prey,21
1143,Grass,19
1143,Hunter,8
1143,Prey,21
1144,Grass,19
1144,Hunter,8
1144,Prey,21
1145,Grass,19
1145,Hunter,8
1145,Prey,21
1146,Grass,19
1146,Hunter,8
1146,Prey,21
1147,Grass,19
1147,Hunter,8
1147,Prey,21
1148,Grass,19
1148,Hunter,8
1148,Prey,21
1149,Grass,19
1149,Hunter,8
1149,Prey,21
1150,Grass,19
1150,Hunter,8
1150,Prey,21
1151,Grass,19
1151,Hunter,8
1151,Prey,21
1152,Grass,19
1152,Hunter,8
1152,Prey,21
1153,Grass,19
1153,Hunter,8
1153,Prey,21
1154,Grass,19
1154,Hunter,8
1154,Prey,21
1155,Grass,19
1155,Hunter,8
1155,Prey,21
1156,Grass,19
1156,Hunter,8
1156,Prey,22
1157,Grass,19
1157,Hunter,8
1157,Prey,22
1158,Grass,19
1158,Hunter,8
1158,Prey,22
1159,Grass,19
1159,Hunter,8
1159,Prey,22
1160,Grass,19
1160,Hunter,8
1160,Prey,22
1161,Grass,19
1161,Hunter,8
1161,Prey,22
1162,Grass,19
1162,Hunter,8
1162,Prey,22
1163,Grass,19
1163,Hunter,8
1163,Prey,22
1164,Grass,19
1164,Hunter,8
1164,Prey,22
1165,Grass,19
1165,Hunter,8
1165,Prey,22
1166,Grass,19
1166,Hunter,8
1166,Prey,22
1167,Grass,19
1167,Hunter,8
1167,Prey,22
1168,Grass,19
1168,Hunter,8
1168,Prey,22
1169,Grass,19
1169,Hunter,8
1169,Prey,22
1170,Grass,19
1170,Hunter,8
1170,Prey,22
1171,Grass,19
1171,Hunter,8
1171,Prey,22
1172,Grass,18
1172,Hunter,8
1172,Prey,23
1173,Grass,18
1173,Hunter,8
1173,Prey,23
1174,Grass,18
1174,Hunter,8
1174,Prey,23
1175,Grass,18
1175,Hunter,8
1175,Prey,23
1176,Grass,18
1176,Hunter,8
1176,Prey,23
1177,Grass,18
1177,Hunter,8
1177,Prey,23
1178,Grass,18
1178,Hunter,8
1178,Prey,23
1179,Grass,18
1179,Hunter,8
1179,Prey,23
1180,Grass,18
1180,Hunter,8
1180,Prey,23
1181,Grass,18
1181,Hunter,8
1181,Prey,23
1182,Grass,18
1182,Hunter,8
1182,Prey,23
1183,Grass,18
1183,Hunter,8
1183,Prey,23
1184,Grass,18
1184,Hunter,8
1184,Prey,23
1185,Grass,18
1185,Hunter,8
1185,Prey,23
1186,Grass,18
1186,Hunter,8
1186,Prey,23
1187,Grass,18
1187,Hunter,8
1187,Prey,23
1188,Grass,18
1188,Hunter,8
1188,Prey,23
1189,Grass,18
1189,Hunter,8
1189,Prey,23
1190,Grass,18
1190,Hunter,8
1190,Prey,23
1191,Grass,18
1191,Hunter,8
1191,Prey,23
1192,Grass,18
1192,Hunter,8
1192,Prey,23
1193,Grass,18
1193,Hunter,8
1193,Prey,23
1194,Grass,18
1194,Hunter,8
1194,Prey,23
1195,Grass,18
1195,Hunter,8
1195,Prey,23
1196,Grass,18
1196,Hunter,8
1196,Prey,23
1197,Grass,18
1197,Hunter,8
1197,Prey,23
1198,Grass,18
1198,Hunter,8
1198,Prey,23
1199,Grass,18
1199,Hunter,8
1199,Prey,23
1200,Grass,18
1200,Hunter,8
1200,Prey,23
1201,Grass,18
1201,Hunter,8
1201,Prey,23
1202,Grass,18
1202,Hunter,8
1202,Prey,23
1203,Grass,18
1203,Hunter,8
1203,Prey,23
1204,Grass,18
1204,Hunter,8
1204,Prey,23
1205,Grass,18
1205,Hunter,8
1205,Prey,23
1206,Grass,18
1206,Hunter,8
1206,Prey,23
1207,Grass,18
1207,Hunter,8
1207,Prey,23
1208,Grass,18
1208,Hunter,8
1208,Prey,24
1209,Grass,18
1209,Hunter,8
1209,Prey,24
1210,Grass,18
1210,Hunter,8
1210,Prey,24
1211,Grass,18
1211,Hunter,8
1211,Prey,24
1212,Grass,18
1212,Hunter,8
1212,Prey,24
1213,Grass,18
1213,Hunter,8
1213,Prey,24
1214,Grass,18
1214,Hunter,8
1214,Prey,24
1215,Grass,18
1215,Hunter,8
1215,Prey,24
1216,Grass,18
1216,Hunter,8
1216,Prey,24
1217,Grass,18
1217,Hunter,8
1217,Prey,24
1218,Grass,18
1218,Hunter,8
1218,Prey,24
1219,Grass,18
1219,Hunter,8
1219,Prey,24
1220,Grass,18
1220,Hunter,8
1220,Prey,24
1221,Grass,18
1221,Hunter,8
1221,Prey,24
1222,Grass,18
1222,Hunter,9
1222,Prey,23
1223,Grass,18
1223,Hunter,9
1223,Prey,23
1224,Grass,18
1224,Hunter,9
1224,Prey,23
1225,Grass,18
1225,Hunter,9
1225,Prey,23
1226,Grass,18
1226,Hunter,8
1226,Prey,23
1227,Grass,18
1227,Hunter,8
1227,Prey,23
1228,Grass,18
1228,Hunter,8
1228,Prey,23
1229,Grass,18
1229,Hunter,8
1229,Prey,23
1230,Grass,18
1230,Hunter,8
1230,Prey,23
1231,Grass,18
1231,Hunter,8
1231,Prey,23
1232,Grass,18
1232,Hunter,8
1232,Prey,23
1233,Grass,18
1233,Hunter,8
1233,Prey,23
1234,Grass,18
1234,Hunter,8
1234,Prey,23
1235,Grass,18
1235,Hunter,8
1235,Prey,23
1236,Grass,18
1236,Hunter,8
1236,Prey,23
1237,Grass,18
1237,Hunter,8
1237,Prey,23
1238,Grass,18
1238,Hunter,8
1238,Prey,23
1239,Grass,18
1239,Hunter,8
1239,Prey,23
1240,Grass,18
1240,Hunter,8
1240,Prey,23
1241,Grass,18
1241,Hunter,8
1241,Prey,23
1242,Grass,18
1242,Hunter,8
1242,Prey,23
1243,Grass,18
1243,Hunter,8
1243,Prey,23
1244,Grass,18
1244,Hunter,8
1244,Prey,23
1245,Grass,18
1245,Hunter,8
1245,Prey,23
1246,Grass,18
1246,Hunter,8
1246,Prey,23
1247,Grass,18
1247,Hunter,8
1247,Prey,23
1248,Grass,18
1248,Hunter,8
1248,Prey,23
1249,Grass,18
1249,Hunter,8
1249,Prey,23
1250,Grass,18
1250,Hunter,8
1250,Prey,23
1251,Grass,18
1251,Hunter,8
1251,Prey,23
1252,Grass,18
1252,Hunter,8
1252,Prey,23
1253,Grass,18
1253,Hunter,8
1253,Prey,23
1254,Grass,18
1254,Hunter,8
1254,Prey,23
1255,Grass,18
1255,Hunter,8
1255,Prey,23
1256,Grass,18
1256,Hunter,8
1256,Prey,23
1257,Grass,18
1257,Hunter,8
1257,Prey,23
1258,Grass,18
1258,Hunter,8
1258,Prey,23
1259,Grass,18
1259,Hunter,8
1259,Prey,23
1260,Grass,18
1260,Hunter,8
1260,Prey,23
1261,Grass,18
1261,Hunter,8
1261,Prey,23
1262,Grass,18
1262,Hunter,8
1262,Prey,23
1263,Grass,18
1263,Hunter,8
1263,Prey,23
1264,Grass,18
1264,Hunter,8
1264,Prey,23
1265,Grass,18
1265,Hunter,8
1265,Prey,23
1266,Grass,18
1266,Hunter,8
1266,Prey,23
1267,Grass,18
1267,Hunter,8
1267,Prey,23
1268,Grass,18
1268,Hunter,8
1268,Prey,23
1269,Grass,18
1269,Hunter,8
1269,Prey,23
1270,Grass,18
1270,Hunter,8
1270,Prey,23
1271,Grass,18
1271,Hunter,8
1271,Prey,23
1272,Grass,18
1272,Hunter,8
1272,Prey,24
1273,Grass,18
1273,Hunter,8
1273,Prey,24
1274,Grass,18
1274,Hunter,8
1274,Prey,24
1275,Grass,18
1275,Hunter,8
1275,Prey,24
1276,Grass,17
1276,Hunter,8
1276,Prey,25
1277,Grass,17
1277,Hunter,8
1277,Prey,25
1278,Grass,17
1278,Hunter,8
1278,Prey,25
1279,Grass,17
1279,Hunter,8
1279,Prey,25
1280,Grass,17
1280,Hunter,8
1280,Prey,25
1281,Grass,17
1281,Hunter,8
1281,Prey,25
1282,Grass,17
1282,Hunter,8
1282,Prey,25
1283,Grass,17
1283,Hunter,8
1283,Prey,25
1284,Grass,17
1284,Hunter,8
1284,Prey,25
1285,Grass,17
1285,Hunter,8
1285,Prey,25
1286,Grass,17
1286,Hunter,8
1286,Prey,25
1287,Grass,17
1287,Hunter,8
1287,Prey,25
1288,Grass,17
1288,Hunter,8
1288,Prey,25
1289,Grass,17
1289,Hunter,8
1289,Prey,25
1290,Grass,17
1290,Hunter,8
1290,Prey,25
1291,Grass,17
1291,Hunter,8
1291,Prey,25
1292,Grass,17
1292,Hunter,8
1292,Prey,25
1293,Grass,17
1293,Hunter,8
1293,Prey,25
1294,Grass,17
1294,Hunter,8
1294,Prey,25
1295,Grass,17
1295,Hunter,8
1295,Prey,25
1296,Grass,17
1296,Hunter,8
1296,Prey,25
1297,Grass,17
1297,Hunter,8
1297,Prey,25
1298,Grass,17
1298,Hunter,8
1298,Prey,25
1299,Grass,17
1299,Hunter,8
1299,Prey,25
1300,Grass,17
1300,Hunter,8
1300,Prey,25
1301,Grass,17
1301,Hunter,8
1301,Prey,25
1302,Grass,17
1302,Hunter,8
1302,Prey,25
1303,Grass,17
1303,Hunter,8
1303,Prey,26
1304,Grass,17
1304,Hunter,8
1304,Prey,26
1305,Grass,17
1305,Hunter,8
1305,Prey,26
1306,Grass,17
1306,Hunter,8
1306,Prey,26
1307,Grass,17
1307,Hunter,8
1307,Prey,26
1308,Grass,17
1308,Hunter,8
1308,Prey,26
1309,Grass,17
1309,Hunter,8
1309,Prey,26
1310,Grass,17
1310,Hunter,8
1310,Prey,26
1311,Grass,17
1311,Hunter,8
1311,Prey,26
1312,Grass,17
1312,Hunter,8
1312,Prey,26
1313,Grass,17
1313,Hunter,8
1313,Prey,26
1314,Grass,17
1314,Hunter,8
1314,Prey,26
1315,Grass,17
1315,Hunter,8
1315,Prey,26
1316,Grass,17
1316,Hunter,8
1316,Prey,26
1317,Grass,17
1317,Hunter,8
1317,Prey,26
1318,Grass,17
1318,Hunter,8
1318,Prey,26
1319,Grass,17
1319,Hunter,8
1319,Prey,26
1320,Grass,17
1320,Hunter,8
1320,Prey,26
1321,Grass,17
1321,Hunter,8
1321,Prey,26
1322,Grass,17
1322,Hunter,8
1322,Prey,26
1323,Grass,17
1323,Hunter,8
1323,Prey,26
1324,Grass,17
1324,Hunter,8
1324,Prey,26
1325,Grass,17
1325,Hunter,8
1325,Prey,26
1326,Grass,17
1326,Hunter,8
1326,Prey,26
1327,Grass,17
1327,Hunter,8
1327,Prey,26
1328,Grass,17
1328,Hunter,8
1328,Prey,26
1329,Grass,17
1329,Hunter,8
1329,Prey,26
1330,Grass,17
1330,Hunter,8
1330,Prey,26
1331,Grass,17
1331,Hunter,8
1331,Prey,26
1332,Grass,17
1332,Hunter,8
1332,Prey,26
1333,Grass,17
1333,Hunter,8
1333,Prey,26
1334,Grass,17
1334,Hunter,8
1334,Prey,26
1335,Grass,17
1335,Hunter,9
1335,Prey,25
1336,Grass,17
1336,Hunter,9
1336,Prey,25
1337,Grass,17
1337,Hunter,9
1337,Prey,25
1338,Grass,17
1338,Hunter,9
1338,Prey,26
1339,Grass,17
1339,Hunter,9
1339,Prey,26
1340,Grass,17
1340,Hunter,9
1340,Prey,26
1341,Grass,17
1341,Hunter,9
1341,Prey,26
1342,Grass,17
1342,Hunter,9
1342,Prey,26
1343,Grass,17
1343,Hunter,9
1343,Prey,26
1344,Grass,17
1344,Hunter,9
1344,Prey,26
1345,Grass,17
1345,Hunter,9
1345,Prey,26
1346,Grass,17
1346,Hunter,9
1346,Prey,26
1347,Grass,17
1347,Hunter,9
1347,Prey,26
1348,Grass,17
1348,Hunter,9
1348,Prey,26
1349,Grass,17
1349,Hunter,9
1349,Prey,27
1350,Grass,17
1350,Hunter,9
1350,Prey,27
1351,Grass,17
1351,Hunter,9
1351,Prey,27
1352,Grass,17
1352,Hunter,9
1352,Prey,27
1353,Grass,17
1353,Hunter,9
1353,Prey,27
1354,Grass,17
1354,Hunter,9
1354,Prey,27
1355,Grass,17
1355,Hunter,9
1355,Prey,27
1356,Grass,17
1356,Hunter,9
1356,Prey,27
1357,Grass,17
1357,Hunter,9
1357,Prey,27
1358,Grass,17
1358,Hunter,9
1358,Prey,28
1359,Grass,17
1359,Hunter,9
1359,Prey,28
1360,Grass,17
1360,Hunter,9
1360,Prey,28
1361,Grass,17
1361,Hunter,9
1361,Prey,28
1362,Grass,17
1362,Hunter,9
1362,Prey,28
1363,Grass,17
1363,Hunter,9
1363,Prey,28
1364,Grass,17
1364,Hunter,9
1364,Prey,28
1365,Grass,17
1365,Hunter,9
1365,Prey,28
1366,Grass,17
1366,Hunter,9
1366,Prey,28
1367,Grass,17
1367,Hunter,9
1367,Prey,28
1368,Grass,17
1368,Hunter,9
1368,Prey,28
1369,Grass,17
1369,Hunter,9
1369,Prey,28
1370,Grass,17
1370,Hunter,9
1370,Prey,28
1371,Grass,17
1371,Hunter,9
1371,Prey,28
1372,Grass,17
1372,Hunter,9
1372,Prey,28
1373,Grass,17
1373,Hunter,9
1373,Prey,28
1374,Grass,17
1374,Hunter,9
1374,Prey,29
1375,Grass,17
1375,Hunter,9
1375,Prey,29
1376,Grass,17
1376,Hunter,9
1376,Prey,29
1377,Grass,17
1377,Hunter,9
1377,Prey,29
1378,Grass,17
1378,Hunter,9
1378,Prey,29
1379,Grass,17
1379,Hunter,9
1379,Prey,29
1380,Grass,17
1380,Hunter,9
1380,Prey,29
1381,Grass,17
1381,Hunter,9
1381,Prey,29
1382,Grass,17
1382,Hunter,9
1382,Prey,29
1383,Grass,17
1383,Hunter,9
1383,Prey,29
1384,Grass,17
1384,Hunter,9
1384,Prey,29
1385,Grass,17
1385,Hunter,9
1385,Prey,29
1386,Grass,17
1386,Hunter,9
1386,Prey,29
1387,Grass,17
1387,Hunter,9
1387,Prey,29
1388,Grass,17
1388,Hunter,9
1388,Prey,29
1389,Grass,17
1389,Hunter,9
1389,Prey,29
1390,Grass,17
1390,Hunter,9
1390,Prey,29
1391,Grass,17
1391,Hunter,9
1391,Prey,29
1392,Grass,17
1392,Hunter,9
1392,Prey,29
1393,Grass,17
1393,Hunter,9
1393,Prey,29
1394,Grass,17
1394,Hunter,9
1394,Prey,29
1395,Grass,17
1395,Hunter,9
1395,Prey,29
1396,Grass,17
1396,Hunter,9
1396,Prey,29
1397,Grass,17
1397,Hunter,9
1397,Prey,29
1398,Grass,17
1398,Hunter,9
1398,Prey,29
1399,Grass,17
1399,Hunter,8
1399,Prey,29
1400,Grass,17
1400,Hunter,8
1400,Prey,29
1401,Grass,17
1401,Hunter,8
1401,Prey,29
1402,Grass,17
1402,Hunter,8
1402,Prey,29
1403,Grass,17
1403,Hunter,8
1403,Prey,29
1404,Grass,17
1404,Hunter,8
1404,Prey,29
1405,Grass,17
1405,Hunter,8
1405,Prey,29
1406,Grass,17
1406,Hunter,8
1406,Prey,29
1407,Grass,17
1407,Hunter,8
1407,Prey,29
1408,Grass,17
1408,Hunter,8
1408,Prey,29
1409,Grass,17
1409,Hunter,8
1409,Prey,29
1410,Grass,17
1410,Hunter,8
1410,Prey,29
1411,Grass,17
1411,Hunter,8
1411,Prey,29
1412,Grass,17
1412,Hunter,8
1412,Prey,29
1413,Grass,17
1413,Hunter,8
1413,Prey,29
1414,Grass,17
1414,Hunter,8
1414,Prey,29
1415,Grass,17
1415,Hunter,8
1415,Prey,29
1416,Grass,17
1416,Hunter,8
1416,Prey,29
1417,Grass,17
1417,Hunter,8
1417,Prey,29
1418,Grass,17
1418,Hunter,8
1418,Prey,29
1419,Grass,17
1419,Hunter,8
1419,Prey,29
1420,Grass,17
1420,Hunter,8
1420,Prey,29
1421,Grass,17
1421,Hunter,8
1421,Prey,29
1422,Grass,17
1422,Hunter,8
1422,Prey,29
1423,Grass,17
1423,Hunter,8
1423,Prey,29
1424,Grass,17
1424,Hunter,8
1424,Prey,29
1425,Grass,17
1425,Hunter,8
1425,Prey,29
1426,Grass,17
1426,Hunter,8
1426,Prey,30
1427,Grass,17
1427,Hunter,8
1427,Prey,30
1428,Grass,17
1428,Hunter,8
1428,Prey,30
1429,Grass,17
1429,Hunter,8
1429,Prey,31
1430,Grass,17
1430,Hunter,8
1430,Prey,31
1431,Grass,17
1431,Hunter,8
1431,Prey,31
1432,Grass,17
1432,Hunter,8
1432,Prey,31
1433,Grass,17
1433,Hunter,8
1433,Prey,31
1434,Grass,17
1434,Hunter,8
1434,Prey,31
1435,Grass,17
1435,Hunter,8
1435,Prey,31
1436,Grass,17
1436,Hunter,8
1436,Prey,32
1437,Grass,17
1437,Hunter,8
1437,Prey,32
1438,Grass,17
1438,Hunter,8
1438,Prey,32
1439,Grass,17
1439,Hunter,8
1439,Prey,32
1440,Grass,17
1440,Hunter,8
1440,Prey,32
1441,Grass,17
1441,Hunter,8
1441,Prey,32
1442,Grass,17
1442,Hunter,8
1442,Prey,32
1443,Grass,17
1443,Hunter,8
1443,Prey,32
1444,Grass,17
1444,Hunter,8
1444,Prey,32
1445,Grass,17
1445,Hunter,8
1445,Prey,32
1446,Grass,17
1446,Hunter,8
1446,Prey,32
1447,Grass,17
1447,Hunter,8
1447,Prey,32
1448,Grass,17
1448,Hunter,8
1448,Prey,32
1449,Grass,17
1449,Hunter,8
1449,Prey,32
1450,Grass,17
1450,Hunter,8
1450,Prey,32
1451,Grass,17
1451,Hunter,8
1451,Prey,32
1452,Grass,17
1452,Hunter,8
1452,Prey,32
1453,Grass,17
1453,Hunter,8
1453,Prey,32
1454,Grass,17
1454,Hunter,8
1454,Prey,32
1455,Grass,17
1455,Hunter,8
1455,Prey,32
1456,Grass,17
1456,Hunter,8
1456,Prey,32
1457,Grass,17
1457,Hunter,8
1457,Prey,32
1458,Grass,17
1458,Hunter,8
1458,Prey,32
1459,Grass,17
1459,Hunter,8
1459,Prey,32
1460,Grass,17
1460,Hunter,8
1460,Prey,32
1461,Grass,17
1461,Hunter,8
1461,Prey,32
1462,Grass,17
1462,Hunter,8
1462,Prey,32
1463,Grass,17
1463,Hunter,8
1463,Prey,32
1464,Grass,17
1464,Hunter,8
1464,Prey,32
1465,Grass,17
1465,Hunter,8
1465,Prey,32
1466,Grass,17
1466,Hunter,8
1466,Prey,32
1467,Grass,17
1467,Hunter,8
1467,Prey,32
1468,Grass,17
1468,Hunter,8
1468,Prey,32
1469,Grass,17
1469,Hunter,8
1469,Prey,32
1470,Grass,17
1470,Hunter,8
1470,Prey,32
1471,Grass,17
1471,Hunter,8
1471,Prey,32
1472,Grass,17
1472,Hunter,8
1472,Prey,32
1473,Grass,17
1473,Hunter,8
1473,Prey,32
1474,Grass,17
1474,Hunter,8
1474,Prey,32
1475,Grass,17
1475,Hunter,8
1475,Prey,32
1476,Grass,17
1476,Hunter,8
1476,Prey,32
1477,Grass,17
1477,Hunter,8
1477,Prey,32
1478,Grass,17
1478,Hunter,8
1478,Prey,32
1479,Grass,17
1479,Hunter,8
1479,Prey,32
1480,Grass,17
1480,Hunter,8
1480,Prey,32
1481,Grass,17
1481,Hunter,8
1481,Prey,32
1482,Grass,17
1482,Hunter,8
1482,Prey,32
1483,Grass,17
1483,Hunter,8
1483,Prey,32
1484,Grass,17
1484,Hunter,8
1484,Prey,32
1485,Grass,17
1485,Hunter,8
1485,Prey,32
1486,Grass,17
1486,Hunter,8
1486,Prey,32
1487,Grass,17
1487,Hunter,8
1487,Prey,32
1488,Grass,17
1488,Hunter,8
1488,Prey,32
1489,Grass,17
1489,Hunter,8
1489,Prey,32
1490,Grass,17
1490,Hunter,8
1490,Prey,32
1491,Grass,17
1491,Hunter,8
1491,Prey,32
1492,Grass,17
1492,Hunter,8
1492,Prey,32
1493,Grass,17
1493,Hunter,8
1493,Prey,32
1494,Grass,17
1494,Hunter,8
1494,Prey,32
1495,Grass,17
1495,Hunter,8
1495,Prey,32
1496,Grass,17
1496,Hunter,8
1496,Prey,32
1497,Grass,17
1497,Hunter,8
1497,Prey,32
1498,Grass,17
1498,Hunter,8
1498,Prey,33
1499,Grass,17
1499,Hunter,8
1499,Prey,33
1500,Grass,17
1500,Hunter,8
1500,Prey,31
1501,Grass,17
1501,Hunter,8
1501,Prey,31
1502,Grass,17
1502,Hunter,8
1502,Prey,31
1503,Grass,17
1503,Hunter,8
1503,Prey,31
1504,Grass,17
1504,Hunter,8
1504,Prey,31
1505,Grass,17
1505,Hunter,8
1505,Prey,31
1506,Grass,17
1506,Hunter,8
1506,Prey,31
1507,Grass,17
1507,Hunter,8
1507,Prey,31
1508,Grass,17
1508,Hunter,8
1508,Prey,31
1509,Grass,17
1509,Hunter,8
1509,Prey,31
1510,Grass,17
1510,Hunter,8
1510,Prey,31
1511,Grass,17
1511,Hunter,8
1511,Prey,30
1512,Grass,17
1512,Hunter,8
1512,Prey,30
1513,Grass,17
1513,Hunter,8
1513,Prey,30
1514,Grass,17
1514,Hunter,8
1514,Prey,30
1515,Grass,17
1515,Hunter,8
1515,Prey,30
1516,Grass,17
1516,Hunter,8
1516,Prey,30
1517,Grass,17
1517,Hunter,8
1517,Prey,29
1518,Grass,17
1518,Hunter,8
1518,Prey,29
1519,Grass,17
1519,Hunter,8
1519,Prey,29
1520,Grass,17
1520,Hunter,8
1520,Prey,29
1521,Grass,17
1521,Hunter,8
1521,Prey,29
1522,Grass,17
1522,Hunter,8
1522,Prey,29
1523,Grass,17
1523,Hunter,8
1523,Prey,29
1524,Grass,17
1524,Hunter,8
1524,Prey,30
1525,Grass,17
1525,Hunter,8
1525,Prey,30
1526,Grass,17
1526,Hunter,8
1526,Prey,30
1527,Grass,17
1527,Hunter,8
1527,Prey,30
1528,Grass,17
1528,Hunter,8
1528,Prey,30
1529,Grass,17
1529,Hunter,8
1529,Prey,30
1530,Grass,17
1530,Hunter,8
1530,Prey,30
1531,Grass,17
1531,Hunter,8
1531,Prey,30
1532,Grass,17
1532,Hunter,8
1532,Prey,30
1533,Grass,17
1533,Hunter,8
1533,Prey,30
1534,Grass,17
1534,Hunter,8
1534,Prey,30
1535,Grass,17
1535,Hunter,8
1535,Prey,30
1536,Grass,17
1536,Hunter,8
1536,Prey,30
1537,Grass,17
1537,Hunter,8
1537,Prey,30
1538,Grass,17
1538,Hunter,8
1538,Prey,30
1539,Grass,17
1539,Hunter,8
1539,Prey,30
1540,Grass,17
1540,Hunter,8
1540,Prey,30
1541,Grass,17
1541,Hunter,8
1541,Prey,30
1542,Grass,17
1542,Hunter,8
1542,Prey,30
1543,Grass,17
1543,Hunter,8
1543,Prey,30
1544,Grass,17
1544,Hunter,8
1544,Prey,30
1545,Grass,17
1545,Hunter,8
1545,Prey,30
1546,Grass,17
1546,Hunter,9
1546,Prey,29
1547,Grass,17
1547,Hunter,9
1547,Prey,29
1548,Grass,17
1548,Hunter,9
1548,Prey,29
1549,Grass,17
1549,Hunter,9
1549,Prey,29
1550,Grass,17
1550,Hunter,9
1550,Prey,29
1551,Grass,17
1551,Hunter,9
1551,Prey,29
1552,Grass,17
1552,Hunter,9
1552,Prey,29
1553,Grass,17
1553,Hunter,9
1553,Prey,29
1554,Grass,17
1554,Hunter,9
1554,Prey,29
1555,Grass,17
1555,Hunter,9
1555,Prey,29
1556,Grass,17
1556,Hunter,9
1556,Prey,29
1557,Grass,17
1557,Hunter,9
1557,Prey,29
1558,Grass,17
1558,Hunter,9
1558,Prey,29
1559,Grass,17
1559,Hunter,9
1559,Prey,29
1560,Grass,17
1560,Hunter,9
1560,Prey,29
1561,Grass,17
1561,Hunter,9
1561,Prey,29
1562,Grass,17
1562,Hunter,9
1562,Prey,29
1563,Grass,17
1563,Hunter,9
1563,Prey,29
1564,Grass,17
1564,Hunter,9
1564,Prey,29
1565,Grass,17
1565,Hunter,9
1565,Prey,29
1566,Grass,17
1566,Hunter,9
1566,Prey,29
1567,Grass,17
1567,Hunter,9
1567,Prey,29
1568,Grass,17
1568,Hunter,9
1568,Prey,29
1569,Grass,17
1569,Hunter,8
1569,Prey,29
1570,Grass,17
1570,Hunter,8
1570,Prey,29
1571,Grass,17
1571,Hunter,8
1571,Prey,29
1572,Grass,17
1572,Hunter,8
1572,Prey,29
1573,Grass,17
1573,Hunter,8
1573,Prey,29
1574,Grass,17
1574,Hunter,8
1574,Prey,29
1575,Grass,17
1575,Hunter,8
1575,Prey,29
1576,Grass,17
1576,Hunter,8
1576,Prey,29
1577,Grass,17
1577,Hunter,8
1577,Prey,29
1578,Grass,17
1578,Hunter,8
1578,Prey,29
1579,Grass,17
1579,Hunter,8
1579,Prey,29
1580,Grass,17
1580,Hunter,8
1580,Prey,29
1581,Grass,17
1581,Hunter,8
1581,Prey,29
1582,Grass,17
1582,Hunter,8
1582,Prey,29
1583,Grass,17
1583,Hunter,8
1583,Prey,29
1584,Grass,17
1584,Hunter,8
1584,Prey,29
1585,Grass,17
1585,Hunter,8
1585,Prey,29
1586,Grass,17
1586,Hunter,8
1586,Prey,29
1587,Grass,17
1587,Hunter,8
1587,Prey,29
1588,Grass,17
1588,Hunter,8
1588,Prey,29
1589,Grass,17
1589,Hunter,8
1589,Prey,29
1590,Grass,17
1590,Hunter,8
1590,Prey,29
1591,Grass,17
1591,Hunter,8
1591,Prey,29
1592,Grass,17
1592,Hunter,8
1592,Prey,29
1593,Grass,17
1593,Hunter,8
1593,Prey,29
1594,Grass,17
1594,Hunter,8
1594,Prey,29
1595,Grass,17
1595,Hunter,8
1595,Prey,29
1596,Grass,17
1596,Hunter,8
1596,Prey,29
1597,Grass,17
1597,Hunter,8
1597,Prey,29
1598,Grass,17
1598,Hunter,8
1598,Prey,29
1599,Grass,17
1599,Hunter,8
1599,Prey,29
1600,Grass,17
1600,Hunter,8
1600,Prey,29
1601,Grass,17
1601,Hunter,8
1601,Prey,29
1602,Grass,17
1602,Hunter,8
1602,Prey,29
1603,Grass,17
1603,Hunter,8
1603,Prey,29
1604,Grass,17
1604,Hunter,8
1604,Prey,29
1605,Grass,17
1605,Hunter,8
